IZDELEK-ime;IZDELEK-id;KOLIÈINA;CENA;VRSTA-ime;VRSTA-id;TRGOVINA-ime;TRGOVINA-id;TRGOVINA-naslov;PODJETJE-ime;PODJETJE-id;PODJETJE-naslov;PODJETJE-tel.št.
janež koromaè;M117;1kg;2,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
èrna redkev;M120;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
hren;M123;1kg;2,59 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
zelena stebelna;M129;1kg;1,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
peteršilj, list;M132;1kg;3,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
korenje;M144;1kg;1,09 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
korenje rumeno;M147;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
bio korenje;M150;1kg;2,09 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
bio šitake;M165;1kg;18,76 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
melancani;M168;1kg;1,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
buèke;M171;1kg;1,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
melancani okrogli;M174;1kg;2,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
kumare;M180;1kg;1,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
stroèji fižol;M183;1kg;3,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
ingver;M192;1kg;3,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
trobarvna paprika;M195;1kg;3,18 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
rdeèi pekoèi feferoni;M198;1kg;6,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
rumena paprika;M201;1kg;2,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
oranžna paprika;M204;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
zelena paprika;M207;1kg;1,55 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
paprika babura;M210;1kg;2,09 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
rdeèa paprika;M213;1kg;3,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
rdeèa paprika kozji rog;M216;1kg;3,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
paradižnik harmony;M225;1kg;3,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
paradižnik campari;M228;1kg;4,47 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
podolgovat paradižnik;M231;1kg;2,29 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
èešnjev paradižnik;M237;1kg;5,94 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
eko èešnjev paradižnik;M249;1kg;5,78 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
zeleni šparglji;M264;1kg;4,78 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
cvetaèa;M267;1kg;1,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
beli šparglji;M270;1kg;6,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
brokoli;M273;1kg;3,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
zeleni šparglji;M276;1kg;7,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
zelje belo;M282;1kg;0,59 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
mlado zelje;M285;1kg;0,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
rdeèe zelje;M288;1kg;0,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
kislo zelje;M297;1kg;1,78 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jagode;M321;1kg;3,98 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
eko kivi;M327;1kg;3,98 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
lubenica;M330;1kg;1,69 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
granatno jabolko;M333;1kg;4,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
grozdje red globe;M336;1kg;3,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
borovnice;M339;1kg;13,52 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
grozdje thompson;M342;1kg;3,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
belo grozdje;M345;1kg;4,98 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
limone;M354;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
limete;M357;1kg;3,29 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
grenivka rdeèa;M360;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
klementine;M363;1kg;2,79 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
rdeèe pomaranèe;M366;1kg;1,20 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
pomaranèe Valencia;M372;1kg;1,34 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
bio pomaranèe Valencia;M375;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
pomaranèe;M378;1kg;1,29 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
kokos;M381;kos;1,49 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
ribez;M384;1kg;47,92 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
baby ananas;M387;kos;2,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
papaja;M390;1kg;8,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
mango, dozorjen;M393;kos;2,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
mango;M396;1kg;1,39 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
melona rumena;M399;1kg;2,19 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
melona;M402;1kg;2,19 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
melona galla;M405;1kg;2,49 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
maline;M408;1kg;19,92 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
robide;M411;1kg;23,92 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
nektarine;M414;1kg;4,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
avokado;M417;kos;0,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
ananas;M420;1kg;1,79 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
banane derby;M426;1kg;1,29 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
hruške Packhams;M429;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
breskve;M432;1kg;4,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
pasijonka, 3 kosi;M435;3 kosi;2,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
hruške viljamovka;M441;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jabolka jonagored;M447;1kg;1,59 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jabolko rdeèi delišes;M450;1kg;1,69 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jabolka cripps pink;M456;1kg;2,39 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
dateljni;M459;1kg;16,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jabolka fuji;M462;1kg;2,09 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jabolka braeburn;M465;1kg;1,79 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jabolka idared;M474;1kg;1,49 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jabolka granny smith;M480;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jabolka Jonaprince;M483;1kg;1,09 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;11000;/;/
jabolka jonagold;M444;1kg;1,59 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Slom d.o.o.;11219;Uniše 11, 3232 Ponikva, Slovenija;03 749 04 40
jabolko zlati delišes;M453;1kg;1,59 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Slom d.o.o.;11219;Uniše 11, 3232 Ponikva, Slovenija;03 749 04 40
jabolka gala;M468;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Slom d.o.o.;11219;Uniše 11, 3232 Ponikva, Slovenija;03 749 04 40
topljeni sir ;M1029;140g;1,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Zdenka;11235;Trg kralja Tomislava, 15, Veliki Zdenci 43293, Hrvaška;385 43 675 500 
peteršilj, korenina;M135;1kg;3,19 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Zelenjava Forminka d.o.o.;11239;Formin 32C, 2272 Gorišnica, Slovenija;02 743 50 26
por;M306;1kg;1,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Zelenjava Forminka d.o.o.;11239;Formin 32C, 2272 Gorišnica, Slovenija;02 743 50 26
sadni jogurt Jogobella Pana Cotta;M1044;150g;0,49;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Zott SE;11243;Dr.-Steichele-Straße 4, 86690 Mertingen, Nemèija;49 9078 801 0 
margarina Zvijezda za peko in kuho;M1122;250g;0,79;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;ZVIJEZDA d.d.;11247;Marijana Èaviæa 1, Zagreb, Hrvatska;385 1 2382 666
margarina Zvijezda;M1125;250g;0,77;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;ZVIJEZDA d.d.;11247;Marijana Èaviæa 1, Zagreb, Hrvatska;385 1 2382 666
krompirjevi kroketi;M60;1kg;4,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Žito d.o.o;11251;Šmartinska cesta 154, 1000 Ljubljana;01 5876100
bio jagode;M318;1kg;7,63 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
